award,film,nominee_x,year,genre,win,nominee_y
SHORT FILM (Animated),It's Tough to Be a Bird,"Ward Kimball, Producer",1969,M,1.0,
MUSIC (Original Score),Sweet Charity,Adaptation score by Cy Coleman,1969,M,0.0,
SHORT FILM (Animated),Walking,"Ryan Larkin, Producer",1969,M,0.0,
SHORT FILM (Live Action),Blake,"Doug Jackson, Producer",1969,M,0.0,
SHORT FILM (Live Action),People Soup,"Marc Merson, Producer",1969,M,0.0,
WRITING (Adapted Screenplay),Women in Love,Larry Kramer,1970,M,0.0,
SHORT FILM (Animated),The Further Adventures of Uncle Sam: Part Two,"Robert Mitchell and Dale Case, Producers",1970,M,0.0,
WRITING (Adapted Screenplay),M*A*S*H,"Ring Lardner, Jr.",1970,M,1.0,
BEST PICTURE,M*A*S*H,"Ingo Preminger, Producer",1970,M,0.0,
BEST PICTURE,Love Story,"Howard G. Minsky, Producer",1970,M,0.0,
SHORT FILM (Live Action),The Resurrection of Broncho Billy,"John Longenecker, Producer",1970,M,1.0,
BEST PICTURE,Airport,"Ross Hunter, Producer",1970,M,0.0,
MUSIC (Original Song),"""Whistling Away The Dark"" from Darling Lili",Music by Henry Mancini; Lyrics by Johnny Mercer,1970,M,0.0,
MUSIC (Original Song),"""Till Love Touches Your Life"" from Madron",Music by Riz Ortolani; Lyrics by Arthur Hamilton,1970,M,0.0,
SHORT FILM (Animated),Is It Always Right to Be Right?,"Nick Bosustow, Producer",1970,M,1.0,
BEST PICTURE,Five Easy Pieces,"Bob Rafelson and Richard Wechsler, Producers",1970,M,0.0,
SHORT FILM (Animated),The Shepherd,"Cameron Guess, Producer",1970,M,0.0,
SHORT FILM (Live Action),Shut Up...I'm Crying,"Robert Siegler, Producer",1970,M,0.0,
VISUAL EFFECTS,Patton,Alex Weldon,1970,M,0.0,
SHORT FILM (Live Action),Sticky My Fingers...Fleet My Feet,"John Hancock, Producer",1970,M,0.0,
WRITING (Adapted Screenplay),I Never Sang for My Father,Robert Anderson,1970,M,0.0,
WRITING (Adapted Screenplay),Airport,George Seaton,1970,M,0.0,
VISUAL EFFECTS,Tora! Tora! Tora!,"A. D. Flowers, L. B. Abbott",1970,M,1.0,
WRITING (Adapted Screenplay),Lovers and Other Strangers,"Renee Taylor, Joseph Bologna, David Zelag Goodman",1970,X,0.0,2.0
WRITING (Original Screenplay),Patton,"Francis Ford Coppola, Edmund H. North",1970,M,1.0,
BEST PICTURE,Patton,"Frank McCarthy, Producer",1970,M,1.0,
WRITING (Original Screenplay),Joe,Norman Wexler,1970,M,0.0,
WRITING (Original Screenplay),Five Easy Pieces,"Story by Bob Rafelson, Adrien Joyce; Screenplay by Adrien Joyce",1970,X,0.0,2.0
FILM EDITING,Patton,Hugh S. Fowler,1970,M,1.0,
DOCUMENTARY (Feature),Say Goodbye,"David H. Vowell, Producer",1970,M,0.0,
DOCUMENTARY (Feature),Jack Johnson,"Jim Jacobs, Producer",1970,M,0.0,
DOCUMENTARY (Short Subject),The Gifts,"Robert McBride, Producer",1970,M,0.0,
DOCUMENTARY (Short Subject),Interviews with My Lai Veterans,"Joseph Strick, Producer",1970,M,1.0,
DOCUMENTARY (Short Subject),A Long Way from Nowhere,"Bob Aller, Producer",1970,M,0.0,
DOCUMENTARY (Feature),Woodstock,"Bob Maurice, Producer",1970,M,1.0,
DOCUMENTARY (Feature),Chariots of the Gods,"Dr. Harald Reinl, Producer",1970,M,0.0,
MUSIC (Original Song),"""For All We Know"" from Lovers and Other Strangers",Music by Fred Karlin; Lyrics by Robb Royer (aka Robb Wilson) and James Griffin (aka Arthur James),1970,M,1.0,
DOCUMENTARY (Feature),King: A Filmed Record...Montgomery to Memphis,"Ely Landau, Producer",1970,M,0.0,
DIRECTING,Women in Love,Ken Russell,1970,M,0.0,
DOCUMENTARY (Short Subject),Time Is Running Out,"Horst Dallmayr and Robert Menegoz, Producers",1970,M,0.0,
DOCUMENTARY (Short Subject),Oisin,"Vivien Carey and Patrick Carey, Producers",1970,X,0.0,2.0
DIRECTING,Love Story,Arthur Hiller,1970,M,0.0,
DIRECTING,Patton,Franklin J. Schaffner,1970,M,1.0,
MUSIC (Original Song),Darling Lili,Music by Henry Mancini; lyrics by Johnny Mercer,1970,M,0.0,
DIRECTING,M*A*S*H,Robert Altman,1970,M,0.0,
MUSIC (Original Song),A Boy Named Charlie Brown,"Music by Rod McKuen and John Scott Trotter; lyrics by Rod McKuen, Bill Melendez and Al Shean; adaptation score by Vince Guaraldi",1970,M,0.0,
MUSIC (Original Song),The Baby Maker,Music by Fred Karlin; lyrics by Tylwyth Kymry,1970,X,0.0,2.0
MUSIC (Original Score),Patton,Jerry Goldsmith,1970,M,0.0,
MUSIC (Original Score),Cromwell,Frank Cordell,1970,M,0.0,
MUSIC (Original Score),Airport,Alfred Newman,1970,M,0.0,
FILM EDITING,Tora! Tora! Tora!,"James E. Newcom, Pembroke J. Herring, Inoue Chikaya",1970,M,0.0,
FILM EDITING,M*A*S*H,Danford B. Greene,1970,M,0.0,
FILM EDITING,Airport,Stuart Gilmore,1970,M,0.0,
MUSIC (Original Score),Sunflower,Henry Mancini,1970,M,0.0,
MUSIC (Original Score),Love Story,Francis Lai,1970,M,1.0,
DIRECTING,Fellini Satyricon,Federico Fellini,1970,M,0.0,
PRODUCTION DESIGN,Airport,"Art Direction: Alexander Golitzen, E. Preston Ames; Set Decoration: Jack D. Moore, Mickey S. Michaels",1970,M,0.0,
PRODUCTION DESIGN,Patton,"Art Direction: Urie McCleary, Gil Parrondo; Set Decoration: Antonio Mateos, Pierre-Louis Thevenet",1970,M,1.0,
PRODUCTION DESIGN,Scrooge,"Art Direction: Terry Marsh, Bob Cartwright; Set Decoration: Pamela Cornell",1970,X,0.0,2.0
COSTUME DESIGN,Airport,Edith Head,1970,F,0.0,
COSTUME DESIGN,Scrooge,Margaret Furse,1970,F,0.0,
FILM EDITING,Woodstock,Thelma Schoonmaker,1970,F,0.0,
MUSIC (Original Song),"""Pieces Of Dreams"" from Pieces of Dreams",Music by Michel Legrand; Lyrics by Alan Bergman and Marilyn Bergman,1970,X,0.0,2.0
MUSIC (Original Song),"""Thank You Very Much"" from Scrooge",Music and Lyrics by Leslie Bricusse,1970,M,0.0,
WRITING (Original Screenplay),My Night at Maud's,Eric Rohmer,1970,M,0.0,
PRODUCTION DESIGN,Tora! Tora! Tora!,"Art Direction: Jack Martin Smith, Yoshiro Muraki, Richard Day, Taizoh Kawashima; Set Decoration: Walter M. Scott, Norman Rockett, Carl Biddiscombe",1970,M,0.0,
CINEMATOGRAPHY,Airport,Ernest Laszlo,1970,M,0.0,
CINEMATOGRAPHY,Patton,Fred Koenekamp,1970,M,0.0,
CINEMATOGRAPHY,Ryan's Daughter,Freddie Young,1970,M,1.0,
CINEMATOGRAPHY,Tora! Tora! Tora!,"Charles F. Wheeler, Osami Furuya, Sinsaku Himeda, Masamichi Satoh",1970,M,0.0,
CINEMATOGRAPHY,Women in Love,Billy Williams,1970,M,0.0,
PRODUCTION DESIGN,The Molly Maguires,Art Direction: Tambi Larsen; Set Decoration: Darrell Silvera,1970,M,0.0,
COSTUME DESIGN,Darling Lili,"Donald Brooks, Jack Bear",1970,M,0.0,
COSTUME DESIGN,The Hawaiians,Bill Thomas,1970,M,0.0,
MUSIC (Original Song),Scrooge,Music and lyrics by Leslie Bricusse; adaptation score by Ian Fraser and Herbert W. Spencer,1970,M,0.0,
WRITING (Original Screenplay),Love Story,Erich Segal,1970,M,0.0,
COSTUME DESIGN,Cromwell,Nino Novarese,1970,M,1.0,
PRODUCTION DESIGN,"Mary, Queen of Scots","Art Direction: Terence Marsh, Robert Cartwright; Set Decoration: Peter Howitt",1971,M,0.0,
CINEMATOGRAPHY,Fiddler on the Roof,Oswald Morris,1971,M,1.0,
PRODUCTION DESIGN,The Andromeda Strain,"Art Direction: Boris Leven, William Tuntke; Set Decoration: Ruby Levitt",1971,X,0.0,2.0
COSTUME DESIGN,"Mary, Queen of Scots",Margaret Furse,1971,F,0.0,
COSTUME DESIGN,Nicholas and Alexandra,"Yvonne Blake, Antonio Castillo",1971,X,1.0,2.0
MUSIC (Original Song),"""All His Children"" from Sometimes a Great Notion",Music by Henry Mancini; Lyrics by Alan Bergman and Marilyn Bergman,1971,X,0.0,2.0
WRITING (Original Screenplay),Summer of '42,Herman Raucher,1971,M,0.0,
WRITING (Original Screenplay),Klute,"Andy Lewis, Dave Lewis",1971,M,0.0,
WRITING (Original Screenplay),The Hospital,Paddy Chayefsky,1971,M,1.0,
BEST PICTURE,Fiddler on the Roof,"Norman Jewison, Producer",1971,M,0.0,
VISUAL EFFECTS,When Dinosaurs Ruled the Earth,"Jim Danforth, Roger Dicken",1971,M,0.0,
MUSIC (Original Song),"""Theme From Shaft"" from Shaft",Music and Lyrics by Isaac Hayes,1971,M,1.0,
WRITING (Original Screenplay),Sunday Bloody Sunday,Penelope Gilliatt,1971,F,0.0,
BEST PICTURE,The French Connection,"Philip D'Antoni, Producer",1971,M,1.0,
WRITING (Adapted Screenplay),A Clockwork Orange,Stanley Kubrick,1971,M,0.0,
VISUAL EFFECTS,Bedknobs and Broomsticks,"Alan Maley, Eustace Lycett, Danny Lee",1971,M,1.0,
WRITING (Adapted Screenplay),The French Connection,Ernest Tidyman,1971,M,1.0,
SHORT FILM (Live Action),Good Morning,"Denny Evans and Ken Greenwald, Producers",1971,M,0.0,
SHORT FILM (Live Action),Sentinels of Silence,"Manuel Arango and Robert Amram, Producers",1971,X,1.0,2.0
SHORT FILM (Live Action),The Rehearsal,"Stephen F. Verona, Producer",1971,M,0.0,
SHORT FILM (Animated),The Selfish Giant,"Peter Sander and Murray Shostak, Producers",1971,M,0.0,
SHORT FILM (Animated),Evolution,"Michael Mills, Producer",1971,M,0.0,
SHORT FILM (Animated),The Crunch Bird,"Ted Petok, Producer",1971,M,1.0,
PRODUCTION DESIGN,Nicholas and Alexandra,"Art Direction: John Box, Ernest Archer, Jack Maxsted, Gil Parrondo; Set Decoration: Vernon Dixon",1971,M,1.0,
BEST PICTURE,Nicholas and Alexandra,"Sam Spiegel, Producer",1971,M,0.0,
WRITING (Adapted Screenplay),The Garden of the Finzi Continis,"Ugo Pirro, Vittorio Bonicelli",1971,M,0.0,
BEST PICTURE,The Last Picture Show,"Stephen J. Friedman, Producer",1971,M,0.0,
WRITING (Adapted Screenplay),The Last Picture Show,"Larry McMurtry, Peter Bogdanovich",1971,M,0.0,
WRITING (Original Screenplay),Investigation of a Citizen above Suspicion,"Elio Petri, Ugo Pirro",1971,M,0.0,
WRITING (Adapted Screenplay),The Conformist,Bernardo Bertolucci,1971,M,0.0,
PRODUCTION DESIGN,Bedknobs and Broomsticks,"Art Direction: John B. Mansbridge, Peter Ellenshaw; Set Decoration: Emile Kuri, Hal Gausman",1971,M,0.0,
PRODUCTION DESIGN,Fiddler on the Roof,"Art Direction: Robert Boyle, Michael Stringer; Set Decoration: Peter Lamont",1971,M,0.0,
MUSIC (Original Score),"Mary, Queen of Scots",John Barry,1971,M,0.0,
MUSIC (Original Score),The Boy Friend,Adaptation Score by Peter Maxwell Davies and Peter Greenwell,1971,M,0.0,
MUSIC (Original Score),Fiddler on the Roof,Adaptation Score by John Williams,1971,M,1.0,
MUSIC (Original Score),Tchaikovsky,Adaptation Score by Dimitri Tiomkin,1971,M,0.0,
MUSIC (Original Score),Willy Wonka and the Chocolate Factory,Song Score by Leslie Bricusse and Anthony Newley; Adaptation Score by Walter Scharf,1971,M,0.0,
MUSIC (Original Song),"""The Age Of Not Believing"" from Bedknobs and Broomsticks",Music and Lyrics by Richard M. Sherman and Robert B. Sherman,1971,M,0.0,
MUSIC (Original Song),"""Bless The Beasts & Children"" from Bless the Beasts & Children","Music and Lyrics by Barry DeVorzon and Perry Botkin, Jr.",1971,M,0.0,
MUSIC (Original Score),Bedknobs and Broomsticks,Song Score by Richard M. Sherman and Robert B. Sherman; Adaptation Score by Irwin Kostal,1971,M,0.0,
MUSIC (Original Song),"""Life Is What You Make It"" from Kotch",Music by Marvin Hamlisch; Lyrics by Johnny Mercer,1971,M,0.0,
COSTUME DESIGN,Death in Venice,Piero Tosi,1971,M,0.0,
DOCUMENTARY (Short Subject),Adventures in Perception,"Han van Gelder, Producer",1971,M,0.0,
DOCUMENTARY (Feature),The Sorrow and the Pity,"Marcel Ophuls, Producer",1971,M,0.0,
DOCUMENTARY (Feature),The RA Expeditions,"Lennart Ehrenborg and Thor Heyerdahl, Producers",1971,M,0.0,
DOCUMENTARY (Feature),On Any Sunday,"Bruce Brown, Producer",1971,M,0.0,
DOCUMENTARY (Feature),The Hellstrom Chronicle,"Walon Green, Producer",1971,M,1.0,
MUSIC (Original Score),Summer of '42,Michel Legrand,1971,M,1.0,
MUSIC (Original Score),Shaft,Isaac Hayes,1971,M,0.0,
DOCUMENTARY (Short Subject),The Numbers Start with the River,"Donald Wrye, Producer",1971,M,0.0,
DOCUMENTARY (Short Subject),Sentinels of Silence,"Manuel Arango and Robert Amram, Producers",1971,X,1.0,2.0
DOCUMENTARY (Short Subject),Somebody Waiting,"Hal Riney, Dick Snider and Sherwood Omens, Producers",1971,M,0.0,
MUSIC (Original Score),Straw Dogs,Jerry Fielding,1971,M,0.0,
FILM EDITING,The Andromeda Strain,"Stuart Gilmore, John W. Holmes",1971,M,0.0,
FILM EDITING,The French Connection,Jerry Greenberg,1971,M,1.0,
FILM EDITING,Kotch,Ralph E. Winters,1971,M,0.0,
FILM EDITING,Summer of '42,Folmar Blangsted,1971,M,0.0,
DOCUMENTARY (Short Subject),Art Is...,"Julian Krainin and DeWitt L. Sage, Jr., Producers",1971,M,0.0,
BEST PICTURE,A Clockwork Orange,"Stanley Kubrick, Producer",1971,M,0.0,
MUSIC (Original Score),Nicholas and Alexandra,Richard Rodney Bennett,1971,M,0.0,
FILM EDITING,A Clockwork Orange,Bill Butler,1971,M,0.0,
DOCUMENTARY (Feature),Alaska Wilderness Lake,"Alan Landsburg, Producer",1971,M,0.0,
DIRECTING,The Last Picture Show,Peter Bogdanovich,1971,M,0.0,
DIRECTING,The French Connection,William Friedkin,1971,M,1.0,
DIRECTING,Fiddler on the Roof,Norman Jewison,1971,M,0.0,
DIRECTING,A Clockwork Orange,Stanley Kubrick,1971,M,0.0,
COSTUME DESIGN,What's the Matter with Helen?,Morton Haack,1971,M,0.0,
COSTUME DESIGN,Bedknobs and Broomsticks,Bill Thomas,1971,M,0.0,
CINEMATOGRAPHY,Summer of '42,Robert Surtees,1971,M,0.0,
CINEMATOGRAPHY,Nicholas and Alexandra,Freddie Young,1971,M,0.0,
CINEMATOGRAPHY,The Last Picture Show,Robert Surtees,1971,M,0.0,
CINEMATOGRAPHY,The French Connection,Owen Roizman,1971,M,0.0,
DIRECTING,Sunday Bloody Sunday,John Schlesinger,1971,M,0.0,
DIRECTING,Deliverance,John Boorman,1972,M,0.0,
DIRECTING,The Emigrants,Jan Troell,1972,M,0.0,
DIRECTING,The Godfather,Francis Ford Coppola,1972,M,0.0,
DIRECTING,Sleuth,Joseph L. Mankiewicz,1972,M,0.0,
PRODUCTION DESIGN,The Poseidon Adventure,Art Direction: William Creber; Set Decoration: Raphael Bretton,1972,M,0.0,
DOCUMENTARY (Feature),Malcolm X,"Marvin Worth and Arnold Perl, Producers",1972,M,0.0,
PRODUCTION DESIGN,Travels with My Aunt,"Art Direction: John Box, Gil Parrondo, Robert W. Laing",1972,M,0.0,
CINEMATOGRAPHY,Butterflies Are Free,Charles B. Lang,1972,M,0.0,
DOCUMENTARY (Feature),Ape and Super-Ape,"Bert Haanstra, Producer",1972,M,0.0,
DIRECTING,Cabaret,Bob Fosse,1972,M,1.0,
SHORT FILM (Live Action),Frog Story,"Ron Satlof and Ray Gideon, Producers",1972,M,0.0,
SHORT FILM (Live Action),Norman Rockwell's World...An American Dream,"Richard Barclay, Producer",1972,M,1.0,
WRITING (Adapted Screenplay),Cabaret,Jay Allen,1972,F,0.0,
PRODUCTION DESIGN,Lady Sings the Blues,Art Direction: Carl Anderson; Set Decoration: Reg Allen,1972,M,0.0,
COSTUME DESIGN,Young Winston,Anthony Mendleson,1972,M,0.0,
COSTUME DESIGN,Travels with My Aunt,Anthony Powell,1972,M,1.0,
DOCUMENTARY (Feature),Manson,"Robert Hendrickson and Laurence Merrick, Producers",1972,M,0.0,
DOCUMENTARY (Feature),The Silent Revolution,"Eckehard Munck, Producer",1972,M,0.0,
DOCUMENTARY (Short Subject),Hundertwasser's Rainy Day,"Peter Schamoni, Producer",1972,M,0.0,
DOCUMENTARY (Short Subject),K-Z,"Giorgio Treves, Producer",1972,M,0.0,
DOCUMENTARY (Short Subject),Selling Out,"Tadeusz Jaworski, Producer",1972,M,0.0,
DOCUMENTARY (Short Subject),This Tiny World,"Charles Huguenot van der Linden and Martina Huguenot van der Linden, Producers",1972,X,1.0,2.0
DOCUMENTARY (Short Subject),The Tide of Traffic,"Humphrey Swingler, Producer",1972,M,0.0,
FILM EDITING,Cabaret,David Bretherton,1972,M,1.0,
FILM EDITING,Deliverance,Tom Priestley,1972,M,0.0,
PRODUCTION DESIGN,Cabaret,"Art Direction: Rolf Zehetbauer, Jurgen Kiebach; Set Decoration: Herbert Strabel",1972,M,1.0,
DOCUMENTARY (Feature),Marjoe,"Howard Smith and Sarah Kernochan, Producers",1972,X,1.0,2.0
COSTUME DESIGN,Lady Sings the Blues,"Bob Mackie, Ray Aghayan, Norma Koch",1972,X,0.0,2.0
CINEMATOGRAPHY,Travels with My Aunt,Douglas Slocombe,1972,M,0.0,
COSTUME DESIGN,The Poseidon Adventure,Paul Zastupnevich,1972,M,0.0,
CINEMATOGRAPHY,The Poseidon Adventure,Harold E. Stine,1972,M,0.0,
MUSIC (Original Score),Sleuth,John Addison,1972,M,0.0,
MUSIC (Original Score),Cabaret,Adaptation Score by Ralph Burns,1972,M,1.0,
MUSIC (Original Score),Lady Sings the Blues,Adaptation Score by Gil Askey,1972,M,0.0,
SHORT FILM (Animated),Tup Tup,"Nedeljko Dragic, Producer",1972,M,0.0,
SHORT FILM (Animated),A Christmas Carol,"Richard Williams, Producer",1972,M,1.0,
MUSIC (Original Score),Man of La Mancha,Adaptation Score by Laurence Rosenthal,1972,M,0.0,
BEST PICTURE,Sounder,"Robert B. Radnitz, Producer",1972,M,0.0,
BEST PICTURE,The Godfather,"Albert S. Ruddy, Producer",1972,M,1.0,
BEST PICTURE,The Emigrants,"Bengt Forslund, Producer",1972,M,0.0,
BEST PICTURE,Deliverance,"John Boorman, Producer",1972,M,0.0,
MUSIC (Original Score),The Poseidon Adventure,John Williams,1972,M,0.0,
BEST PICTURE,Cabaret,"Cy Feuer, Producer",1972,M,0.0,
MUSIC (Original Song),"""The Morning After"" from The Poseidon Adventure",Music and Lyrics by Al Kasha and Joel Hirschhorn,1972,M,1.0,
MUSIC (Original Song),"""Marmalade, Molasses & Honey"" from The Life and Times of Judge Roy Bean",Music by Maurice Jarre; Lyrics by Marilyn Bergman and Alan Bergman,1972,X,0.0,2.0
MUSIC (Original Song),"""Come Follow, Follow Me"" from The Little Ark",Music by Fred Karlin; Lyrics by Marsha Karlin,1972,X,0.0,2.0
FILM EDITING,The Poseidon Adventure,Harold F. Kress,1972,M,0.0,
MUSIC (Original Song),"""Ben"" from Ben",Music by Walter Scharf; Lyrics by Don Black,1972,M,0.0,
MUSIC (Original Score),The Godfather,Nino Rota,1972,M,0.0,
FILM EDITING,The Godfather,"William Reynolds, Peter Zinner",1972,M,0.0,
FILM EDITING,The Hot Rock,"Frank P. Keller, Fred W. Berger",1972,M,0.0,
SHORT FILM (Live Action),Solo,"David Adams, Producer",1972,M,0.0,
CINEMATOGRAPHY,1776,"Harry Stradling, Jr.",1972,M,0.0,
MUSIC (Original Song),"""Strange Are The Ways Of Love"" from The Stepmother",Music by Sammy Fain; Lyrics by Paul Francis Webster,1972,M,0.0,
MUSIC (Original Score),Napoleon and Samantha,Buddy Baker,1972,M,0.0,
MUSIC (Original Score),images,John Williams,1972,M,0.0,
COSTUME DESIGN,The Godfather,Anna Hill Johnstone,1972,F,0.0,
WRITING (Original Screenplay),Lady Sings the Blues,"Terence McCloy, Chris Clark, Suzanne de Passe",1972,X,0.0,2.0
WRITING (Adapted Screenplay),Pete 'n' Tillie,Julius J. Epstein,1972,M,0.0,
VISUAL EFFECTS,The Poseidon Adventure,"L. B. Abbott, A. D. Flowers",1972,M,1.0,
MUSIC (Original Score),Limelight,"Charles Chaplin, Raymond Rasch, Larry Russell",1972,M,1.0,
WRITING (Adapted Screenplay),The Emigrants,"Jan Troell, Bengt Forslund",1972,M,0.0,
WRITING (Adapted Screenplay),Sounder,"Lonne Elder, III",1972,M,0.0,
WRITING (Original Screenplay),Murmur of the Heart,Louis Malle,1972,M,0.0,
WRITING (Original Screenplay),The Candidate,Jeremy Larner,1972,M,1.0,
WRITING (Original Screenplay),Young Winston,Carl Foreman,1972,M,0.0,
WRITING (Original Screenplay),The Discreet Charm of the Bourgeoisie,Story and Screenplay by Luis Bu̱uel; in collaboration with Jean-Claude Carri̬re,1972,M,0.0,
PRODUCTION DESIGN,Young Winston,"Art Direction: Geoffrey Drake, Don Ashton, John Graysmark, William Hutchinson; Set Decoration: Peter James",1972,M,0.0,
SHORT FILM (Animated),Kama Sutra Rides Again,"Bob Godfrey, Producer",1972,M,0.0,
WRITING (Adapted Screenplay),The Godfather,"Mario Puzo, Francis Ford Coppola",1972,M,1.0,
CINEMATOGRAPHY,Cabaret,Geoffrey Unsworth,1972,M,1.0,
DIRECTING,The Exorcist,William Friedkin,1973,M,0.0,
SHORT FILM (Live Action),Clockmaker,"Richard Gayer, Producer",1973,M,0.0,
CINEMATOGRAPHY,Cries and Whispers,Sven Nykvist,1973,M,1.0,
PRODUCTION DESIGN,Brother Sun Sister Moon,"Art Direction: Lorenzo Mongiardino, Gianni Quaranta; Set Decoration: Carmelo Patrono",1973,M,0.0,
PRODUCTION DESIGN,The Exorcist,Art Direction: Bill Malley; Set Decoration: Jerry Wunderlich,1973,M,0.0,
PRODUCTION DESIGN,The Sting,Art Direction: Henry Bumstead; Set Decoration: James Payne,1973,M,1.0,
PRODUCTION DESIGN,Tom Sawyer,Art Direction: Philip Jefferies; Set Decoration: Robert de Vestel,1973,M,0.0,
PRODUCTION DESIGN,The Way We Were,Art Direction: Stephen Grimes; Set Decoration: William Kiernan,1973,M,0.0,
DOCUMENTARY (Short Subject),Children at Work (Paisti Ag Obair),"Louis Marcus, Producer",1973,M,0.0,
DOCUMENTARY (Short Subject),Four Stones for Kanemitsu,"Terry Sanders and June Wayne, Producers",1973,X,0.0,2.0
WRITING (Adapted Screenplay),The Exorcist,William Peter Blatty,1973,M,1.0,
DOCUMENTARY (Short Subject),Princeton: A Search for Answers,"Julian Krainin and DeWitt L. Sage, Jr., Producers",1973,M,1.0,
BEST PICTURE,Cries and Whispers,"Ingmar Bergman, Producer",1973,M,0.0,
BEST PICTURE,The Exorcist,"William Peter Blatty, Producer",1973,M,0.0,
WRITING (Original Screenplay),American Graffiti,"George Lucas, Gloria Katz, Willard Huyck",1973,X,0.0,2.0
BEST PICTURE,A Touch of Class,"Melvin Frank, Producer",1973,M,0.0,
SHORT FILM (Animated),Frank Film,"Frank Mouris, Producer",1973,M,1.0,
SHORT FILM (Animated),The Legend of John Henry,"Nick Bosustow and David Adams, Producers",1973,M,0.0,
SHORT FILM (Animated),Pulcinella,"Emanuele Luzzati and Giulio Gianini, Producers",1973,M,0.0,
SHORT FILM (Live Action),The Bolero,"Allan Miller and William Fertik, Producers",1973,M,1.0,
WRITING (Adapted Screenplay),The Paper Chase,James Bridges,1973,M,0.0,
WRITING (Adapted Screenplay),The Last Detail,Robert Towne,1973,M,0.0,
DOCUMENTARY (Short Subject),Christo's Valley Curtain,"Albert Maysles and David Maysles, Producers",1973,M,0.0,
CINEMATOGRAPHY,The Way We Were,"Harry Stradling, Jr.",1973,M,0.0,
COSTUME DESIGN,Ludwig,Piero Tosi,1973,M,0.0,
COSTUME DESIGN,Tom Sawyer,Donfeld,1973,M,0.0,
COSTUME DESIGN,The Way We Were,"Dorothy Jeakins, Moss Mabry",1973,X,0.0,2.0
DIRECTING,American Graffiti,George Lucas,1973,M,0.0,
DIRECTING,Cries and Whispers,Ingmar Bergman,1973,M,0.0,
DIRECTING,Last Tango in Paris,Bernardo Bertolucci,1973,M,0.0,
DIRECTING,The Sting,George Roy Hill,1973,M,1.0,
DOCUMENTARY (Feature),Always a New Beginning,"John D. Goodell, Producer",1973,M,0.0,
DOCUMENTARY (Feature),Battle of Berlin,"Bengt von zur Muehlen, Producer",1973,M,0.0,
DOCUMENTARY (Feature),The Great American Cowboy,"Kieth Merrill, Producer",1973,M,1.0,
DOCUMENTARY (Feature),Journey to the Outer Limits,"Alex Grasshoff, Producer",1973,M,0.0,
DOCUMENTARY (Feature),Walls of Fire,"Gertrude Ross Marks and Edmund F. Penney, Producers",1973,X,0.0,2.0
DOCUMENTARY (Short Subject),Background,"Carmen D'Avino, Producer",1973,M,0.0,
CINEMATOGRAPHY,The Sting,Robert Surtees,1973,M,0.0,
CINEMATOGRAPHY,Jonathan Livingston Seagull,Jack Couffer,1973,M,0.0,
CINEMATOGRAPHY,The Exorcist,Owen Roizman,1973,M,0.0,
SHORT FILM (Live Action),Life Times Nine,"Pen Densham and John Watson, Producers",1973,M,0.0,
COSTUME DESIGN,The Sting,Edith Head,1973,F,1.0,
COSTUME DESIGN,Cries and Whispers,Marik Vos,1973,F,0.0,
BEST PICTURE,The Sting,"Tony Bill, Michael Phillips and Julia Phillips, Producers",1973,X,1.0,2.0
MUSIC (Original Song),"""The Way We Were"" from The Way We Were",Music by Marvin Hamlisch; Lyrics by Alan Bergman and Marilyn Bergman,1973,X,1.0,2.0
FILM EDITING,American Graffiti,"Verna Fields, Marcia Lucas",1973,F,0.0,
WRITING (Original Screenplay),The Sting,David S. Ward,1973,M,1.0,
WRITING (Original Screenplay),A Touch of Class,"Melvin Frank, Jack Rose",1973,M,0.0,
WRITING (Original Screenplay),Save the Tiger,Steve Shagan,1973,M,0.0,
MUSIC (Original Song),"""Live And Let Die"" from Live and Let Die",Music and Lyrics by Paul McCartney and Linda McCartney,1973,X,0.0,2.0
WRITING (Original Screenplay),Cries and Whispers,Ingmar Bergman,1973,M,0.0,
BEST PICTURE,American Graffiti,"Francis Ford Coppola, Producer; Gary Kurtz, Co-Producer",1973,M,0.0,
MUSIC (Original Song),"""Nice To Be Around"" from Cinderella Liberty",Music by John Williams; Lyrics by Paul Williams,1973,M,0.0,
MUSIC (Original Score),Papillon,Jerry Goldsmith,1973,M,0.0,
FILM EDITING,The Day of the Jackal,Ralph Kemplen,1973,M,0.0,
FILM EDITING,The Exorcist,"Jordan Leondopoulos, Bud Smith, Evan Lottman, Norman Gay",1973,M,0.0,
FILM EDITING,Jonathan Livingston Seagull,"Frank P. Keller, James Galloway",1973,M,0.0,
FILM EDITING,The Sting,William Reynolds,1973,M,1.0,
MUSIC (Original Score),The Day of the Dolphin,Georges Delerue,1973,M,0.0,
MUSIC (Original Score),A Touch of Class,John Cameron,1973,M,0.0,
MUSIC (Original Song),"""Love"" from Robin Hood",Music by George Bruns; Lyrics by Floyd Huddleston,1973,M,0.0,
MUSIC (Original Score),The Way We Were,Marvin Hamlisch,1973,M,1.0,
MUSIC (Original Score),Jesus Christ Superstar,"Adaptation Score by Andre Previn, Herbert Spencer and Andrew Lloyd Webber",1973,M,0.0,
MUSIC (Original Score),The Sting,Adaptation Score by Marvin Hamlisch,1973,M,1.0,
MUSIC (Original Score),Tom Sawyer,Song Score by Richard M. Sherman and Robert B. Sherman; Adaptation Score by John Williams,1973,M,0.0,
