award,film,nominee_x,year,genre,win,nominee_y
MUSIC (Original Song),"""A Mist Over The Moon"" from The Lady Objects",Music by Ben Oakland; Lyrics by Oscar Hammerstein II,1938,M,0.0,
MUSIC (Original Song),"""Merrily We Live"" from Merrily We Live",Music by Phil Charig; Lyrics by Arthur Quenzer,1938,M,0.0,
MUSIC (Original Song),"""Jeepers Creepers"" from Going Places",Music by Harry Warren; Lyrics by Johnny Mercer,1938,M,0.0,
MUSIC (Original Song),"""Dust"" from Under Western Stars",Music and Lyrics by Johnny Marvin,1938,M,0.0,
MUSIC (Original Song),"""The Cowboy And The Lady"" from The Cowboy and the Lady",Music by Lionel Newman; Lyrics by Arthur Quenzer,1938,M,0.0,
MUSIC (Original Song),"""Change Partners"" from Carefree",Music and Lyrics by Irving Berlin,1938,M,0.0,
MUSIC (Original Song),"""Always And Always"" from Mannequin",Music by Edward Ward; Lyrics by Chet Forrest and Bob Wright,1938,M,0.0,
CINEMATOGRAPHY,The Buccaneer,Victor Milner,1938,M,0.0,
MUSIC (Original Score),There Goes My Heart,Marvin Hatley,1938,M,0.0,
MUSIC (Original Score),Sweethearts,Herbert Stothart,1938,M,0.0,
MUSIC (Original Score),Storm over Bengal,Cy Feuer,1938,M,0.0,
MUSIC (Original Score),Jezebel,Max Steiner,1938,M,0.0,
CINEMATOGRAPHY,Army Girl,"Ernest Miller, Harry Wild",1938,M,0.0,
DIRECTING,Angels with Dirty Faces,Michael Curtiz,1938,M,0.0,
PRODUCTION DESIGN,Merrily We Live,Charles D. Hall,1938,M,0.0,
WRITING (Original Screenplay),Alexander's Ragtime Band,Irving Berlin,1938,M,0.0,
SHORT FILM (Animated),Mother Goose Goes Hollywood,"Walt Disney, Producer",1938,M,0.0,
MUSIC (Original Score),First Love,Charles Previn,1939,M,0.0,
MUSIC (Original Score),The Great Victor Herbert,"Phil Boutelje, Arthur Lange",1939,M,0.0,
MUSIC (Original Score),The Hunchback of Notre Dame,Alfred Newman,1939,M,0.0,
MUSIC (Original Score),Intermezzo,Lou Forbes,1939,M,0.0,
MUSIC (Original Score),Babes in Arms,"George E. Stoll, Roger Edens",1939,M,0.0,
DIRECTING,"Goodbye, Mr. Chips",Sam Wood,1939,M,0.0,
MUSIC (Original Song),"""Over The Rainbow"" from The Wizard of Oz",Music by Harold Arlen; Lyrics by E. Y. Harburg,1939,M,1.0,
MUSIC (Original Song),"""Wishing"" from Love Affair",Music and Lyrics by Buddy de Sylva,1939,M,0.0,
SHORT FILM (Animated),The Pointer,"Walt Disney, Producer",1939,M,0.0,
SHORT FILM (Animated),The Ugly Duckling,"Walt Disney, Producer",1939,M,1.0,
VISUAL EFFECTS,Gone with the Wind,"John R. Cosgrove, Fred Albin, Arthur Johns",1939,M,0.0,
MUSIC (Original Score),Of Mice and Men,Aaron Copland,1939,X,0.0,2.0
VISUAL EFFECTS,Only Angels Have Wings,"Roy Davidson, Edwin C. Hahn",1939,M,0.0,
VISUAL EFFECTS,The Rains Came,"Fred Sersen, E. H. Hansen",1939,M,1.0,
VISUAL EFFECTS,Topper Takes a Trip,Roy Seawright,1939,M,0.0,
VISUAL EFFECTS,Union Pacific,"Farciot Edouart, Gordon Jennings, Loren Ryder",1939,M,0.0,
VISUAL EFFECTS,The Wizard of Oz,"A. Arnold Gillespie, Douglas Shearer",1939,M,0.0,
WRITING (Original Screenplay),Bachelor Mother,Felix Jackson,1939,M,0.0,
WRITING (Original Screenplay),Love Affair,"Mildred Cram, Leo McCarey",1939,X,0.0,2.0
WRITING (Original Screenplay),Mr. Smith Goes to Washington,Lewis R. Foster,1939,M,1.0,
WRITING (Original Screenplay),Ninotchka,Melchior Lengyel,1939,M,0.0,
WRITING (Original Screenplay),Young Mr. Lincoln,Lamar Trotti,1939,M,0.0,
WRITING (Adapted Screenplay),Gone with the Wind,Sidney Howard,1939,M,1.0,
WRITING (Adapted Screenplay),"Goodbye, Mr. Chips","R. C. Sherriff, Claudine West, Eric Maschwitz",1939,X,0.0,2.0
WRITING (Adapted Screenplay),Mr. Smith Goes to Washington,Sidney Buchman,1939,M,0.0,
WRITING (Adapted Screenplay),Ninotchka,"Charles Brackett, Billy Wilder, Walter Reisch",1939,M,0.0,
VISUAL EFFECTS,The Private Lives of Elizabeth and Essex,"Byron Haskin, Nathan Levinson",1939,M,0.0,
CINEMATOGRAPHY,Drums along the Mohawk,"Ray Rennahan, Bert Glennon",1939,M,0.0,
MUSIC (Original Score),Gulliver's Travels,Victor Young,1939,M,0.0,
CINEMATOGRAPHY,Stagecoach,Bert Glennon,1939,M,0.0,
MUSIC (Original Song),"""I Poured My Heart Into A Song"" from Second Fiddle",Music and Lyrics by Irving Berlin,1939,M,0.0,
MUSIC (Original Song),"""Faithful Forever"" from Gulliver's Travels",Music by Ralph Rainger; Lyrics by Leo Robin,1939,M,0.0,
MUSIC (Original Score),Way Down South,Victor Young,1939,M,0.0,
MUSIC (Original Score),They Shall Have Music,Alfred Newman,1939,M,0.0,
MUSIC (Original Score),The Wizard of Oz,Herbert Stothart,1939,M,1.0,
DIRECTING,Wuthering Heights,William Wyler,1939,M,0.0,
DIRECTING,Stagecoach,John Ford,1939,M,0.0,
DIRECTING,Mr. Smith Goes to Washington,Frank Capra,1939,M,0.0,
MUSIC (Original Score),Dark Victory,Max Steiner,1939,M,0.0,
DIRECTING,Gone with the Wind,Victor Fleming,1939,M,1.0,
CINEMATOGRAPHY,The Wizard of Oz,Hal Rosson,1939,M,0.0,
CINEMATOGRAPHY,The Private Lives of Elizabeth and Essex,"Sol Polito, W. Howard Greene",1939,M,0.0,
CINEMATOGRAPHY,The Mikado,"William V. Skall, Bernard Knowles",1939,M,0.0,
CINEMATOGRAPHY,Gone with the Wind,"Ernest Haller, Ray Rennahan",1939,M,1.0,
MUSIC (Original Score),The Rains Came,Alfred Newman,1939,M,0.0,
FILM EDITING,Stagecoach,"Otho Lovering, Dorothy Spencer",1939,X,0.0,2.0
MUSIC (Original Score),Wuthering Heights,Alfred Newman,1939,M,0.0,
MUSIC (Original Score),Eternally Yours,Werner Janssen,1939,M,0.0,
MUSIC (Original Score),Gone with the Wind,Max Steiner,1939,M,0.0,
MUSIC (Original Score),The Man in the Iron Mask,"Lud Gluskin, Lucien Moraweck",1939,M,0.0,
MUSIC (Original Score),Man of Conquest,Victor Young,1939,M,0.0,
MUSIC (Original Score),Nurse Edith Cavell,Anthony Collins,1939,M,0.0,
FILM EDITING,"Goodbye, Mr. Chips",Charles Frend,1939,M,0.0,
MUSIC (Original Score),Mr. Smith Goes to Washington,Dimitri Tiomkin,1939,M,0.0,
WRITING (Adapted Screenplay),Wuthering Heights,"Charles MacArthur, Ben Hecht",1939,M,0.0,
MUSIC (Original Score),The Private Lives of Elizabeth and Essex,Erich Wolfgang Korngold,1939,M,0.0,
CINEMATOGRAPHY,Four Feathers,"Georges Perinal, Osmond Borradaile",1939,M,0.0,
MUSIC (Original Score),She Married a Cop,Cy Feuer,1939,M,0.0,
MUSIC (Original Score),Stagecoach,"Richard Hageman, Frank Harling, John Leipold, Leo Shuken",1939,M,1.0,
MUSIC (Original Score),Swanee River,Louis Silvers,1939,M,0.0,
MUSIC (Original Score),Golden Boy,Victor Young,1939,M,0.0,
FILM EDITING,Gone with the Wind,"Hal C. Kern, James E. Newcom",1939,M,1.0,
CINEMATOGRAPHY,Lady of the Tropics,George Folsey,1939,M,0.0,
CINEMATOGRAPHY,Juarez,Tony Gaudio,1939,M,0.0,
CINEMATOGRAPHY,Intermezzo,Gregg Toland,1939,M,0.0,
CINEMATOGRAPHY,Gunga Din,Joseph H. August,1939,M,0.0,
CINEMATOGRAPHY,The Great Victor Herbert,Victor Milner,1939,M,0.0,
CINEMATOGRAPHY,First Love,Joseph Valentine,1939,M,0.0,
PRODUCTION DESIGN,Wuthering Heights,James Basevi,1939,M,0.0,
PRODUCTION DESIGN,The Wizard of Oz,"Cedric Gibbons, William A. Horning",1939,M,0.0,
CINEMATOGRAPHY,Of Mice and Men,Norbert Brodine,1939,M,0.0,
PRODUCTION DESIGN,The Rains Came,"William Darling, George Dudley",1939,M,0.0,
PRODUCTION DESIGN,Man of Conquest,John Victor Mackay,1939,M,0.0,
PRODUCTION DESIGN,Gone with the Wind,Lyle Wheeler,1939,M,1.0,
PRODUCTION DESIGN,First Love,"Jack Otterson, Martin Obzina",1939,M,0.0,
PRODUCTION DESIGN,Captain Fury,Charles D. Hall,1939,M,0.0,
PRODUCTION DESIGN,Beau Geste,"Hans Dreier, Robert Odell",1939,M,0.0,
PRODUCTION DESIGN,Mr. Smith Goes to Washington,Lionel Banks,1939,M,0.0,
PRODUCTION DESIGN,Love Affair,"Van Nest Polglase, Al Herman",1939,M,0.0,
PRODUCTION DESIGN,The Private Lives of Elizabeth and Essex,Anton Grot,1939,M,0.0,
CINEMATOGRAPHY,Only Angels Have Wings,Joseph Walker,1939,M,0.0,
PRODUCTION DESIGN,Stagecoach,Alexander Toluboff,1939,M,0.0,
CINEMATOGRAPHY,The Rains Came,Arthur Miller,1939,M,0.0,
FILM EDITING,The Rains Came,Barbara McLean,1939,F,0.0,
FILM EDITING,Mr. Smith Goes to Washington,"Gene Havlick, Al Clark",1939,M,0.0,
CINEMATOGRAPHY,Wuthering Heights,Gregg Toland,1939,M,1.0,
CINEMATOGRAPHY,Bitter Sweet,"Oliver T. Marsh, Allen Davey",1940,M,0.0,
CINEMATOGRAPHY,Waterloo Bridge,Joseph Ruttenberg,1940,M,0.0,
CINEMATOGRAPHY,Spring Parade,Joseph Valentine,1940,M,0.0,
CINEMATOGRAPHY,The Long Voyage Home,Gregg Toland,1940,M,0.0,
PRODUCTION DESIGN,Foreign Correspondent,Alexander Golitzen,1940,M,0.0,
CINEMATOGRAPHY,The Blue Bird,"Arthur Miller, Ray Rennahan",1940,M,0.0,
PRODUCTION DESIGN,The Thief of Bagdad,Vincent Korda,1940,M,1.0,
CINEMATOGRAPHY,Rebecca,George Barnes,1940,M,1.0,
CINEMATOGRAPHY,Down Argentine Way,"Leon Shamroy, Ray Rennahan",1940,M,0.0,
PRODUCTION DESIGN,My Favorite Wife,"Van Nest Polglase, Mark-Lee Kirk",1940,M,0.0,
PRODUCTION DESIGN,The Westerner,James Basevi,1940,M,0.0,
PRODUCTION DESIGN,Rebecca,Lyle Wheeler,1940,M,0.0,
PRODUCTION DESIGN,Lillian Russell,"Richard Day, Joseph C. Wright",1940,M,0.0,
PRODUCTION DESIGN,"My Son, My Son!",John DuCasse Schulze,1940,M,0.0,
PRODUCTION DESIGN,Down Argentine Way,"Richard Day, Joseph C. Wright",1940,M,0.0,
PRODUCTION DESIGN,Bitter Sweet,"Cedric Gibbons, John S. Detlie",1940,M,0.0,
PRODUCTION DESIGN,Our Town,Lewis J. Rachmil,1940,M,0.0,
PRODUCTION DESIGN,The Sea Hawk,Anton Grot,1940,M,0.0,
PRODUCTION DESIGN,North West Mounted Police,"Hans Dreier, Roland Anderson",1940,M,0.0,
CINEMATOGRAPHY,Foreign Correspondent,Rudolph Mat̩,1940,M,0.0,
PRODUCTION DESIGN,Pride and Prejudice,"Cedric Gibbons, Paul Groesse",1940,M,1.0,
CINEMATOGRAPHY,Abe Lincoln in Illinois,James Wong Howe,1940,M,0.0,
MUSIC (Original Score),The Thief of Bagdad,Miklos Rozsa,1940,M,0.0,
PRODUCTION DESIGN,"Arise, My Love","Hans Dreier, Robert Usher",1940,M,0.0,
PRODUCTION DESIGN,The Boys from Syracuse,John Otterson,1940,M,0.0,
CINEMATOGRAPHY,Northwest Passage,"Sidney Wagner, William V. Skall",1940,M,0.0,
MUSIC (Original Song),"""Who Am I?"" from Hit Parade of 1941",Music by Jule Styne; Lyrics by Walter Bullock,1940,M,0.0,
DIRECTING,The Grapes of Wrath,John Ford,1940,M,1.0,
VISUAL EFFECTS,The Sea Hawk,Photographic Effects by Byron Haskin; Sound Effects by Nathan Levinson,1940,M,0.0,
VISUAL EFFECTS,Rebecca,Photographic Effects by Jack Cosgrove; Sound Effects by Arthur Johns,1940,M,0.0,
VISUAL EFFECTS,One Million B.C.,Photographic Effects by Roy Seawright; Sound Effects by Elmer Raguse,1940,M,0.0,
VISUAL EFFECTS,The Long Voyage Home,"Photographic Effects by R. T. Layton, R. O. Binger; Sound Effects by Thomas T. Moulton",1940,M,0.0,
VISUAL EFFECTS,Foreign Correspondent,Photographic Effects by Paul Eagler; Sound Effects by Thomas T. Moulton,1940,M,0.0,
VISUAL EFFECTS,Dr. Cyclops,"Photographic Effects by Gordon Jennings, Farciot Edouart",1940,M,0.0,
VISUAL EFFECTS,The Boys from Syracuse,"Photographic Effects by John P. Fulton; Sound Effects by Bernard B. Brown, Joseph Lapis",1940,M,0.0,
VISUAL EFFECTS,Boom Town,Photographic Effects by A. Arnold Gillespie; Sound Effects by Douglas Shearer,1940,M,0.0,
VISUAL EFFECTS,The Blue Bird,Photographic Effects by Fred Sersen; Sound Effects by E. H. Hansen,1940,M,0.0,
SHORT FILM (Animated),A Wild Hare,"Leon Schlesinger, Producer",1940,M,0.0,
MUSIC (Original Song),"""When You Wish Upon A Star"" from Pinocchio",Music by Leigh Harline; Lyrics by Ned Washington,1940,M,1.0,
MUSIC (Original Song),"""Waltzing In The Clouds"" from Spring Parade",Music by Robert Stolz; Lyrics by Gus Kahn,1940,M,0.0,
MUSIC (Original Song),"""Our Love Affair"" from Strike Up the Band",Music and Lyrics by Roger Edens and Arthur Freed,1940,M,0.0,
VISUAL EFFECTS,Swiss Family Robinson,Photographic Effects by Vernon L. Walker; Sound Effects by John O. Aalberg,1940,M,0.0,
VISUAL EFFECTS,The Invisible Man Returns,"Photographic Effects by John P. Fulton; Sound Effects by Bernard B. Brown, William Hedgecock",1940,M,0.0,
MUSIC (Original Song),"""Only Forever"" from Rhythm on the River",Music by James Monaco; Lyrics by John Burke,1940,M,0.0,
CINEMATOGRAPHY,"All This, and Heaven Too",Ernest Haller,1940,M,0.0,
CINEMATOGRAPHY,"Arise, My Love","Charles B. Lang, Jr.",1940,M,0.0,
CINEMATOGRAPHY,Boom Town,Harold Rosson,1940,M,0.0,
CINEMATOGRAPHY,The Letter,Gaetano (Tony) Gaudio,1940,M,0.0,
PRODUCTION DESIGN,The Dark Command,John Victor Mackay,1940,M,0.0,
PRODUCTION DESIGN,Arizona,"Lionel Banks, Robert Peterson",1940,M,0.0,
CINEMATOGRAPHY,North West Mounted Police,"Victor Milner, W. Howard Greene",1940,M,0.0,
WRITING (Adapted Screenplay),Rebecca,"Robert E. Sherwood, Joan Harrison",1940,X,0.0,2.0
WRITING (Original Screenplay),My Favorite Wife,"Bella Spewack, Samuel Spewack, Leo McCarey",1940,X,0.0,2.0
WRITING (Original Screenplay),Foreign Correspondent,"Charles Bennett, Joan Harrison",1940,X,0.0,2.0
FILM EDITING,North West Mounted Police,Anne Bauchens,1940,F,1.0,
VISUAL EFFECTS,Women in War,"Photographic Effects by Howard J. Lydecker, William Bradford, Ellis J. Thackery; Sound Effects by Herbert Norsch",1940,M,0.0,
VISUAL EFFECTS,The Thief of Bagdad,Photographic Effects by Lawrence Butler; Sound Effects by Jack Whitney,1940,M,1.0,
FILM EDITING,The Long Voyage Home,Sherman Todd,1940,M,0.0,
FILM EDITING,The Letter,Warren Low,1940,M,0.0,
FILM EDITING,The Grapes of Wrath,Robert Simpson,1940,M,0.0,
DIRECTING,The Philadelphia Story,George Cukor,1940,M,0.0,
DIRECTING,The Letter,William Wyler,1940,M,0.0,
DIRECTING,Kitty Foyle,Sam Wood,1940,M,0.0,
MUSIC (Original Song),"""It's A Blue World"" from Music in My Heart",Music and Lyrics by Chet Forrest and Bob Wright,1940,M,0.0,
FILM EDITING,Rebecca,Hal C. Kern,1940,M,0.0,
MUSIC (Original Score),My Favorite Wife,Roy Webb,1940,M,0.0,
DIRECTING,Rebecca,Alfred Hitchcock,1940,M,0.0,
MUSIC (Original Score),One Million B.C.,Werner Heymann,1940,M,0.0,
MUSIC (Original Score),Tin Pan Alley,Alfred Newman,1940,M,1.0,
MUSIC (Original Score),North West Mounted Police,Victor Young,1940,M,0.0,
MUSIC (Original Score),Strike Up the Band,"Roger Edens, Georgie Stoll",1940,M,0.0,
MUSIC (Original Score),Second Chorus,Artie Shaw,1940,M,0.0,
MUSIC (Original Score),The Sea Hawk,Erich Wolfgang Korngold,1940,M,0.0,
MUSIC (Original Score),Our Town,Aaron Copland,1940,X,0.0,2.0
MUSIC (Original Score),Irene,Anthony Collins,1940,M,0.0,
MUSIC (Original Score),Spring Parade,Charles Previn,1940,M,0.0,
MUSIC (Original Score),"Arise, My Love",Victor Young,1940,M,0.0,
MUSIC (Original Score),Pinocchio,"Leigh Harline, Paul J. Smith, Ned Washington",1940,M,1.0,
MUSIC (Original Score),Hit Parade of 1941,Cy Feuer,1940,M,0.0,
MUSIC (Original Score),Rebecca,Franz Waxman,1940,M,0.0,
CINEMATOGRAPHY,The Thief of Bagdad,Georges P̩rinal,1940,M,1.0,
MUSIC (Original Score),Arizona,Victor Young,1940,M,0.0,
MUSIC (Original Score),The Mark of Zorro,Alfred Newman,1940,M,0.0,
MUSIC (Original Score),The Dark Command,Victor Young,1940,M,0.0,
WRITING (Adapted Screenplay),The Philadelphia Story,Donald Ogden Stewart,1940,M,1.0,
WRITING (Adapted Screenplay),The Long Voyage Home,Dudley Nichols,1940,M,0.0,
WRITING (Adapted Screenplay),Kitty Foyle,Dalton Trumbo,1940,M,0.0,
WRITING (Original Screenplay),The Westerner,Stuart N. Lake,1940,M,0.0,
WRITING (Original Screenplay),"Edison, the Man","Dore Schary, Hugo Butler",1940,M,0.0,
WRITING (Original Screenplay),Comrade X,Walter Reisch,1940,M,0.0,
WRITING (Original Screenplay),"Arise, My Love","Benjamin Glazer, John S. Toldy",1940,M,1.0,
WRITING (Original Screenplay),The Great McGinty,Preston Sturges,1940,M,1.0,
WRITING (Original Screenplay),The Great Dictator,Charles Chaplin,1940,M,0.0,
MUSIC (Original Song),"""Down Argentina Way"" from Down Argentine Way",Music by Harry Warren; Lyrics by Mack Gordon,1940,M,0.0,
WRITING (Original Screenplay),Angels over Broadway,Ben Hecht,1940,M,0.0,
VISUAL EFFECTS,Typhoon,"Photographic Effects by Farciot Edouart, Gordon Jennings; Sound Effects by Loren Ryder",1940,M,0.0,
MUSIC (Original Song),"""Love Of My Life"" from Second Chorus",Music by Artie Shaw; Lyrics by Johnny Mercer,1940,M,0.0,
WRITING (Adapted Screenplay),The Grapes of Wrath,Nunnally Johnson,1940,M,0.0,
MUSIC (Original Song),"""I'd Know You Anywhere"" from You'll Find Out",Music by Jimmy McHugh; Lyrics by Johnny Mercer,1940,M,0.0,
MUSIC (Original Score),The Long Voyage Home,Richard Hageman,1940,M,0.0,
MUSIC (Original Score),The Letter,Max Steiner,1940,M,0.0,
MUSIC (Original Score),The Howards of Virginia,Richard Hageman,1940,M,0.0,
MUSIC (Original Score),The House of the Seven Gables,Frank Skinner,1940,M,0.0,
MUSIC (Original Score),The Great Dictator,Meredith Willson,1940,M,0.0,
MUSIC (Original Score),The Fight for Life,Louis Gruenberg,1940,M,0.0,
WRITING (Original Screenplay),Dr. Ehrlich's Magic Bullet,"John Huston, Heinz Herald, Norman Burnside",1940,M,0.0,
MUSIC (Original Score),Waterloo Bridge,Herbert Stothart,1940,M,0.0,
DOCUMENTARY (Short Subject),Soldiers of the Sky,"Truman Talley, Producer",1941,M,0.0,
DOCUMENTARY (Short Subject),Life of a Thoroughbred,"Truman Talley, Producer",1941,M,0.0,
CINEMATOGRAPHY,Billy the Kid,"William V. Skall, Leonard Smith",1941,M,0.0,
PRODUCTION DESIGN,Blood and Sand,"Art Direction: Richard Day, Joseph C. Wright; Interior Decoration: Thomas Little",1941,M,0.0,
DIRECTING,The Little Foxes,William Wyler,1941,M,0.0,
VISUAL EFFECTS,The Invisible Woman,Photographic Effects by John Fulton; Sound Effects by John Hall,1941,M,0.0,
WRITING (Adapted Screenplay),The Little Foxes,Lillian Hellman,1941,F,0.0,
MUSIC (Original Score),Sundown,Miklos Rozsa,1941,M,0.0,
PRODUCTION DESIGN,That Hamilton Woman,Art Direction: Vincent Korda; Interior Decoration: Julia Heron,1941,X,0.0,2.0
WRITING (Adapted Screenplay),The Maltese Falcon,John Huston,1941,M,0.0,
VISUAL EFFECTS,I Wanted Wings,"Photographic Effects by Farciot Edouart, Gordon Jennings; Sound Effects by Louis Mesenkop",1941,M,1.0,
WRITING (Adapted Screenplay),How Green Was My Valley,Philip Dunne,1941,M,0.0,
WRITING (Original Screenplay),Night Train,Gordon Wellesley,1941,M,0.0,
WRITING (Original Screenplay),Meet John Doe,"Richard Connell, Robert Presnell",1941,M,0.0,
WRITING (Original Screenplay),The Lady Eve,Monckton Hoffe,1941,M,0.0,
WRITING (Original Screenplay),Here Comes Mr. Jordan,Harry Segall,1941,M,1.0,
WRITING (Original Screenplay),Ball of Fire,"Billy Wilder, Thomas Monroe",1941,M,0.0,
WRITING (Original Screenplay),"Tom, Dick and Harry",Paul Jarrico,1941,M,0.0,
WRITING (Original Screenplay),"Tall, Dark and Handsome","Karl Tunberg, Darrell Ware",1941,M,0.0,
WRITING (Original Screenplay),Sergeant York,"Abem Finkel, Harry Chandlee, Howard Koch, John Huston",1941,M,0.0,
WRITING (Original Screenplay),The Devil and Miss Jones,Norman Krasna,1941,M,0.0,
WRITING (Original Screenplay),Citizen Kane,"Herman J. Mankiewicz, Orson Welles",1941,M,1.0,
VISUAL EFFECTS,A Yank in the R.A.F.,Photographic Effects by Fred Sersen; Sound Effects by E. H. Hansen,1941,M,0.0,
VISUAL EFFECTS,Topper Returns,Photographic Effects by Roy Seawright; Sound Effects by Elmer Raguse,1941,M,0.0,
WRITING (Adapted Screenplay),Hold Back the Dawn,"Charles Brackett, Billy Wilder",1941,M,0.0,
DIRECTING,Sergeant York,Howard Hawks,1941,M,0.0,
VISUAL EFFECTS,Flight Command,Photographic Effects by A. Arnold Gillespie; Sound Effects by Douglas Shearer,1941,M,0.0,
MUSIC (Original Score),Tanks a Million,Edward Ward,1941,M,0.0,
MUSIC (Original Song),"""Blues In The Night"" from Blues in the Night",Music by Harold Arlen; Lyrics by Johnny Mercer,1941,M,0.0,
MUSIC (Original Song),"""Boogie Woogie Bugle Boy Of Company B"" from Buck Privates",Music by Hugh Prince; Lyrics by Don Raye,1941,M,0.0,
MUSIC (Original Song),"""Chattanooga Choo Choo"" from Sun Valley Serenade",Music by Harry Warren; Lyrics by Mack Gordon,1941,M,0.0,
MUSIC (Original Song),"""Dolores"" from Las Vegas Nights",Music by Lou Alter; Lyrics by Frank Loesser,1941,M,0.0,
MUSIC (Original Song),"""The Last Time I Saw Paris"" from Lady Be Good",Music by Jerome Kern; Lyrics by Oscar Hammerstein II,1941,M,1.0,
SHORT FILM (Animated),Superman,"Max Fleischer, Producer",1941,M,0.0,
MUSIC (Original Song),"""Out Of The Silence"" from All-American Co-Ed",Music and Lyrics by Lloyd B. Norlind,1941,M,0.0,
SHORT FILM (Animated),Boogie Woogie Bugle Boy of Company B,"Walter Lantz, Producer",1941,M,0.0,
SHORT FILM (Animated),Lend a Paw,"Walt Disney, Producer",1941,M,1.0,
SHORT FILM (Animated),Rhapsody in Rivets,"Leon Schlesinger, Producer",1941,M,0.0,
SHORT FILM (Animated),Rhythm in the Ranks,"George Pal, Producer",1941,M,0.0,
SHORT FILM (Animated),Truant Officer Donald,"Walt Disney, Producer",1941,M,0.0,
MUSIC (Original Song),"""Since I Kissed My Baby Goodbye"" from You'll Never Get Rich",Music and Lyrics by Cole Porter,1941,M,0.0,
SHORT FILM (Animated),Hiawatha's Rabbit Hunt,"Leon Schlesinger, Producer",1941,M,0.0,
MUSIC (Original Score),The Strawberry Blonde,Heinz Roemheld,1941,M,0.0,
MUSIC (Original Song),"""Baby Mine"" from Dumbo",Music by Frank Churchill; Lyrics by Ned Washington,1941,M,0.0,
MUSIC (Original Score),You'll Never Get Rich,Morris Stoloff,1941,M,0.0,
MUSIC (Original Score),Sunny,Anthony Collins,1941,M,0.0,
MUSIC (Original Score),Sun Valley Serenade,Emil Newman,1941,M,0.0,
MUSIC (Original Score),Ice-Capades,Cy Feuer,1941,M,0.0,
MUSIC (Original Score),Dumbo,"Frank Churchill, Oliver Wallace",1941,M,1.0,
MUSIC (Original Score),The Chocolate Soldier,"Herbert Stothart, Bronislau Kaper",1941,M,0.0,
MUSIC (Original Score),Buck Privates,Charles Previn,1941,M,0.0,
